song_id,item_id,name,full_name,genre,artist_name,original_bga_yn,loop_bga_yn,composed_by,singer,feat_by,arranged_by,visualized_by,cost_game_point,cost_game_cash,flag,status,free_yn,hidden_yn,open_yn,track_id,mod_date,update
157,157,shoreline,Shoreline,Balearic House,Oriental ST8,Y,N,Oriental ST8,,,Oriental ST8,"REWHY, Waveun",0,0,0,,Y,N,Y,223,2.02E+13,0
158,158,inmydream,In My Dream,Mental Metal,NDLee,Y,N,NDLee,,,NDLee,"Weltol, Latte",0,0,0,,Y,N,Y,390,2.02E+13,0
159,159,glorydaykr,glory day,J-Rock,BEXTER x Mycin.T,Y,N,BEXTER x Mycin.T,DyoN Joo,,Mycin.T,"SHIHYUN, DumpingLIFE, BJLee",0,0,0,,Y,N,Y,385,2.02E+13,0
160,160,glorydayjp,glory day (Japanese Version),J-Rock,BEXTER x Mycin.T,Y,N,BEXTER x Mycin.T,DyoN Joo,,Mycin.T,"SHIHYUN, DumpingLIFE, BJLee",0,0,0,,Y,N,Y,434,2.02E+13,0
161,161,overyourdream,Over Your Dream,Pop Rock,xxdbxx,Y,N,xxdbxx,Sin So Hee,,xxdbxx,MUCA with Fans,0,0,0,,Y,N,Y,410,2.02E+13,0
162,162,mindcontrol,Mind Control,Modern hard Rock,NieN,Y,N,NieN,NieN & Yayoo(Band 'Guyz'),,NieN,BraveNine,0,0,0,,Y,N,Y,220,2.02E+13,0
163,163,theone,The One,Happy 2step,Paul Bazooka,Y,N,Paul Bazooka,,,Paul Bazooka,Dookong,0,0,0,,Y,N,Y,438,2.02E+13,0
164,164,break,Break!,Synth Pop Rock,Mr.Funky,Y,N,Mr.Funky,Garden(RubyStar),,Mr.Funky,"JUNA,ENTIA J",0,0,0,,Y,N,Y,211,2.02E+13,0
165,165,ai,A.I,Techno,Forte Escape,Y,N,Forte Escape,,,Forte Escape,KIMYS,0,0,0,,Y,N,Y,228,2.02E+13,0
166,166,novarmx,Nova (Mr.Funky Remix),Nu Skool Breakz,Mr.Funky,Y,N,BEXTER,Michael Blunck,Planetboom(on Guitar),Mr.Funky,"SAREE, D",0,0,0,,Y,N,Y,441,2.02E+13,0
167,167,zetrmx1,Zet (Mr.Funky Remix) ,Indie Dance,Mr.Funky,Y,N,BEXTER,Bloom,Planetboom(on Guitar),Mr.Funky,KIMYS,0,0,0,,Y,N,Y,442,2.02E+13,0
168,168,masairmx1,Masai (Electro House Mix),Electro House,Paul Bazooka,Y,N,CROOVE,So Fly,JC(on Rap),Paul Bazooka,Eco,0,0,0,,Y,N,Y,446,2.02E+13,0
169,169,enemyrmx1,Enemy Storm (Dark Jungle Mix),Dark Jungle,Paul Bazooka,Y,N,CROOVE,,JC(on Rap),Paul Bazooka,"NOVA, Super52",0,0,0,,Y,N,Y,445,2.02E+13,0
170,170,nbranger2017,NB Ranger - Virgin Force,Hard Rock,NieN,Y,N,NieN,Ace(of Paran),,NieN,DumpingLIFE,0,0,0,,Y,N,Y,380,2.02E+13,0
171,171,nbpower,NB POWER,AniRock,NieN,Y,N,NieN,NieN,,NieN,Eco,0,0,0,,Y,N,Y,246,2.02E+13,0
172,172,hamsin,Hamsin,Trance,makou,Y,N,makou,,,makou,Ache,0,0,0,,Y,N,Y,232,2.02E+13,0
173,173,oblivionrmx,OBLIVION (Rockin' Night Style),Rock,NieN,Y,N,ESTi,,,NieN,"D-myo, NG, TARI, ECO, ENTIA J",0,0,0,,Y,N,Y,463,2.02E+13,0
174,174,lemonade,레모네이드,Lounge DnB,M2U,Y,N,M2U,Tari,,M2U,"TARI, ETER",0,0,0,,Y,N,Y,464,2.02E+13,0
175,175,silentclarity,Silent Clarity,Art CORE,Tsukasa,Y,N,Tsukasa,Aki Misawa,,Tsukasa,"Dumping Life, ENTIA J",0,0,0,,Y,N,Y,262,2.02E+13,0
176,176,nanorisk,NANO RISK,NANO D&B,Dayz,Y,N,Dayz,Tornado,,Dayz,"KIMYS, ECO",0,0,0,,Y,N,Y,443,2.02E+13,0
177,177,rolling,Rolling On the Duck,Core & Metal,NieN,Y,N,NieN,NieN,,NieN,JAY,0,0,0,,Y,N,Y,199,2.02E+13,0
178,178,dontdie,Don't Die,Drum'n Bass,Paul Bazooka,Y,N,Paul Bazooka,Paul Bazooka,,,"S.in, RK",0,0,0,,Y,N,Y,369,2.02E+13,0
179,179,remain,Remains Of Doom,Industrial Rock,NieN,Y,N,NieN,NieN,,NieN,Gunzo,0,0,0,,Y,N,Y,375,2.02E+13,0
180,180,closer,CLOSER,Pure House,3rd Coast,Y,N,3rd Coast,So Fly,JC(on Rap),3rd Coast,Giggsan,0,0,0,,Y,N,Y,17,2.02E+13,0
181,181,lifewithu,A Life With You,Broken Beat,makou,Y,N,makou,Fumi,,makou,"Mandrill, Hoon",0,0,0,,Y,N,Y,484,2.02E+13,0
182,182,nevermind,Nevermind,Epic Trance,Paul Bazooka,Y,N,Paul Bazooka,,,Paul Bazooka,Gunzo,0,0,0,,Y,N,Y,422,2.01811E+13,0
183,183,binaryworld,Binary World,Melodic Trance,Tsukasa,Y,N,Tsukasa,Aki misawa,,Tsukasa,"Racoona, DumpingLIFE",0,0,0,,Y,N,Y,387,2.01811E+13,0
184,184,jbg,JBG,Yellow Hiphop,CROOVE,Y,N,CROOVE,,JC(on Rap),CROOVE,Eyehead,0,0,0,,Y,N,Y,481,2.01811E+13,0
185,185,getout,GET OUT,RnB Hip Hop,NDLee,Y,N,NDLee,Gypsi Road & Jimmy Len,,NDLee,Gunzo,0,0,0,,Y,N,Y,231,2.01811E+13,0
186,186,canwetalk,Can We Talk,Acid jazz,Forte Escape,Y,N,Forte Escape,Pyk,,Forte Escape,Aqualix,0,0,0,,Y,N,Y,489,2.01811E+13,0
187,187,net,Never Ending TECHNIKA,Electro Funk,Studio LAY-BACK,Y,N,Studio LAY-BACK,Studio LAY-BACK,,Studio LAY-BACK,SB_ENGINEER,0,0,0,,Y,N,Y,490,2.01811E+13,0
188,188,childof,Child of Night,Electro House,GOTH,Y,N,GOTH,,,GOTH,Gunzo,0,0,0,,Y,N,Y,362,20181217000000,1
189,189,killerbee,KILLER BEE,Trap Hop,GOTH,Y,N,GOTH,,Muchi(on Rap),GOTH,"zaktan, JOJ",0,0,0,,Y,N,Y,363,20181217000000,1
190,190,shadowflower,Shadow Flower,Pop,ned,Y,N,ned,Moa,,ned,"Tari, ENTIA J",0,0,0,,Y,N,Y,368,20181217000000,1
191,191,uad,U.A.D,Future House,HAYAKO,Y,N,HAYAKO,,,HAYAKO,AJ,0,0,0,,Y,N,Y,415,20181217000000,1
